age_surge_charge,total_revenue,ride_miles,ride_start_date_time_converted,ride_end_date_time_converted,temperature_2m,precipitation,rain,snowfall,cloud_cover,wind_speed_10m,total_ride_time_minutes,total_precipitation,precipitation_category,log_total_precipitation,revenue_per_mile,revenue_per_minute,hour,revenue_category
0,34.62,1.81,2024-01-02 00:21:00,2024-01-02 00:29:00,9.8585005,0.0,0.0,0.0,0.0,11.726277,8.0,0.0,0,0.0,19.127071823204417,4.3275,0,0
0,57.87,3.2,2024-01-02 00:36:00,2024-01-02 00:50:00,9.8585005,0.0,0.0,0.0,0.0,11.726277,14.0,0.0,0,0.0,18.084374999999998,4.133571428571428,0,1
0,69.22,6.97,2024-01-02 01:54:00,2024-01-02 02:10:00,8.5585,0.0,0.0,0.0,18.0,11.592895,16.0,0.0,0,0.0,9.931133428981349,4.32625,1,1
0,59.1,2.04,2024-01-02 18:30:00,2024-01-02 18:45:00,8.3085,0.1,0.1,0.0,83.0,10.195057,15.0,0.1,0,0.09531018,28.97058823529412,3.94,18,1
1,65.6,5.35,2024-01-02 19:34:00,2024-01-02 19:50:00,10.2585,1.0,1.0,0.0,93.0,12.261157,16.0,1.0,1,0.6931472,12.261682242990654,4.1,19,1
0,35.4,2.01,2024-01-03 19:19:00,2024-01-03 19:29:00,11.0585,0.0,0.0,0.0,100.0,15.273505,10.0,0.0,0,0.0,17.611940298507463,3.54,19,0
0,84.42,2.31,2024-01-04 21:29:00,2024-01-04 21:39:00,14.2585,0.0,0.0,0.0,100.0,19.171478,10.0,0.0,0,0.0,36.54545454545455,8.442,21,2
0,49.2,2.59,2024-01-04 22:22:00,2024-01-04 22:31:00,14.6085005,0.0,0.0,0.0,100.0,21.897945,9.0,0.0,0,0.0,18.996138996139,5.466666666666667,22,0
0,63.0,2.91,2024-01-04 23:33:00,2024-01-04 23:43:00,14.2585,0.0,0.0,0.0,100.0,18.278645,10.0,0.0,0,0.0,21.649484536082472,6.3,23,1
0,79.94,1.7,2024-01-05 01:16:00,2024-01-05 01:25:00,12.5585,0.4,0.4,0.0,100.0,16.1198,9.0,0.4,0,0.33647224,47.023529411764706,8.882222222222222,1,1
0,93.33,12.19,2024-01-05 20:52:00,2024-01-05 21:10:00,17.258501,0.0,0.0,0.0,0.0,17.873556,18.0,0.0,0,0.0,7.656275635767022,5.185,20,2
0,70.4,3.15,2024-01-05 21:21:00,2024-01-05 21:30:00,17.3085,0.0,0.0,0.0,0.0,16.904673,9.0,0.0,0,0.0,22.34920634920635,7.822222222222223,21,1
0,280.67,24.0,2024-01-05 22:18:00,2024-01-05 22:47:00,16.9085,0.0,0.0,0.0,0.0,14.88242,29.0,0.0,0,0.0,11.694583333333334,9.678275862068967,22,2
0,204.84,25.83,2024-01-05 22:25:00,2024-01-05 23:01:00,16.9085,0.0,0.0,0.0,0.0,14.88242,36.0,0.0,0,0.0,7.930313588850175,5.69,22,2
0,39.84,3.7,2024-01-05 23:32:00,2024-01-05 23:43:00,15.3585005,0.0,0.0,0.0,0.0,6.989936,11.0,0.0,0,0.0,10.767567567567568,3.621818181818182,23,0
0,40.11,1.73,2024-01-05 23:57:00,2024-01-06 00:04:00,15.3585005,0.0,0.0,0.0,0.0,6.989936,7.0,0.0,0,0.0,23.184971098265898,5.7299999999999995,23,0
0,43.98,5.77,2024-01-06 01:27:00,2024-01-06 01:40:00,10.3085,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0,0.0,7.622183708838821,3.383076923076923,1,0
0,198.96,21.75,2024-01-06 01:33:00,2024-01-06 01:59:00,10.3085,0.0,0.0,0.0,0.0,9.0,26.0,0.0,0,0.0,9.147586206896552,7.6523076923076925,1,2
0,77.14,1.35,2024-01-06 21:12:00,2024-01-06 21:17:00,14.7585,0.0,0.0,0.0,80.0,1.484318,5.0,0.0,0,0.0,57.14074074074074,15.428,21,1
0,71.37,7.79,2024-01-06 21:36:00,2024-01-06 21:48:00,14.7585,0.0,0.0,0.0,80.0,1.484318,12.0,0.0,0,0.0,9.161745827984596,5.947500000000001,21,1
0,57.24,3.06,2024-01-06 21:40:00,2024-01-06 21:52:00,14.7585,0.0,0.0,0.0,80.0,1.484318,12.0,0.0,0,0.0,18.705882352941178,4.7700000000000005,21,1
0,46.24,1.83,2024-01-06 22:27:00,2024-01-06 22:36:00,14.7085,0.0,0.0,0.0,30.0,4.802999,9.0,0.0,0,0.0,25.26775956284153,5.137777777777778,22,0
0,143.6,19.94,2024-01-06 22:30:00,2024-01-06 22:57:00,14.7085,0.0,0.0,0.0,30.0,4.802999,27.0,0.0,0,0.0,7.201604814443329,5.318518518518518,22,2
0,36.0,2.26,2024-01-06 22:53:00,2024-01-06 23:03:00,14.7085,0.0,0.0,0.0,30.0,4.802999,10.0,0.0,0,0.0,15.92920353982301,3.6,22,0
0,91.7,13.14,2024-01-06 23:03:00,2024-01-06 23:23:00,13.9585,0.0,0.0,0.0,58.0,3.8268526,20.0,0.0,0,0.0,6.97869101978691,4.585,23,2
0,41.86,2.2,2024-01-06 23:12:00,2024-01-06 23:19:00,13.9585,0.0,0.0,0.0,58.0,3.8268526,7.0,0.0,0,0.0,19.027272727272724,5.9799999999999995,23,0
0,42.07,2.27,2024-01-06 23:36:00,2024-01-06 23:45:00,13.9585,0.0,0.0,0.0,58.0,3.8268526,9.0,0.0,0,0.0,18.53303964757709,4.674444444444444,23,0
1,44.31,1.03,2024-01-06 23:40:00,2024-01-06 23:45:00,13.9585,0.0,0.0,0.0,58.0,3.8268526,5.0,0.0,0,0.0,43.019417475728154,8.862,23,0
0,68.3,4.27,2024-01-07 02:07:00,2024-01-07 02:19:00,10.408501,0.0,0.0,0.0,20.0,11.570515,12.0,0.0,0,0.0,15.995316159250587,5.691666666666666,2,1
0,25.76,3.21,2024-01-07 02:09:00,2024-01-07 02:29:00,10.408501,0.0,0.0,0.0,20.0,11.570515,20.0,0.0,0,0.0,8.024922118380063,1.288,2,0
1,65.12,5.12,2024-01-07 18:20:00,2024-01-07 18:39:00,14.3585005,0.0,0.0,0.0,97.0,14.182355,19.0,0.0,0,0.0,12.71875,3.427368421052632,18,1
0,106.47,8.63,2024-01-07 20:59:00,2024-01-07 21:26:00,16.3585,0.0,0.0,0.0,0.0,19.386593,27.0,0.0,0,0.0,12.337195828505212,3.9433333333333334,20,2
0,96.88,4.52,2024-01-09 00:10:00,2024-01-09 00:19:00,14.5585,0.0,0.0,0.0,56.0,43.525772,9.0,0.0,0,0.0,21.433628318584073,10.764444444444443,0,2
0,92.04,4.95,2024-01-11 18:04:00,2024-01-11 18:21:00,17.6085,0.0,0.0,0.0,14.0,15.941944,17.0,0.0,0,0.0,18.593939393939394,5.4141176470588235,18,2
0,33.0,3.59,2024-01-11 22:04:00,2024-01-11 22:13:00,21.7085,0.0,0.0,0.0,20.0,28.467329,9.0,0.0,0,0.0,9.192200557103064,3.6666666666666665,22,0
0,41.16,2.0,2024-01-11 22:56:00,2024-01-11 23:03:00,21.7085,0.0,0.0,0.0,20.0,28.467329,7.0,0.0,0,0.0,20.58,5.88,22,0
1,82.83,3.44,2024-01-12 16:59:00,2024-01-12 17:19:00,5.8585,0.0,0.0,0.0,0.0,31.060303,20.0,0.0,0,0.0,24.078488372093023,4.1415,16,2
1,79.59,12.18,2024-01-12 19:27:00,2024-01-12 19:51:00,9.5085,0.0,0.0,0.0,0.0,26.649727,24.0,0.0,0,0.0,6.53448275862069,3.31625,19,1
0,79.68,13.75,2024-01-12 20:47:00,2024-01-12 21:04:00,10.5585,0.0,0.0,0.0,53.0,21.94524,17.0,0.0,0,0.0,5.7949090909090915,4.687058823529412,20,1
0,53.84,3.95,2024-01-12 20:47:00,2024-01-12 21:05:00,10.5585,0.0,0.0,0.0,53.0,21.94524,18.0,0.0,0,0.0,13.630379746835443,2.9911111111111115,20,0
0,195.39,18.38,2024-01-12 20:48:00,2024-01-12 21:14:00,10.5585,0.0,0.0,0.0,53.0,21.94524,26.0,0.0,0,0.0,10.63057671381937,7.515,20,2
1,84.28,0.47,2024-01-12 21:37:00,2024-01-12 21:39:00,11.0085,0.0,0.0,0.0,0.0,17.884428,2.0,0.0,0,0.0,179.31914893617022,42.14,21,2
0,86.8,2.68,2024-01-12 22:05:00,2024-01-12 22:16:00,10.9585,0.0,0.0,0.0,0.0,14.003028,11.0,0.0,0,0.0,32.38805970149254,7.890909090909091,22,2
0,57.15,3.04,2024-01-12 22:27:00,2024-01-12 22:41:00,10.9585,0.0,0.0,0.0,0.0,14.003028,14.0,0.0,0,0.0,18.799342105263158,4.082142857142857,22,1
0,81.29,5.98,2024-01-12 22:32:00,2024-01-12 22:52:00,10.9585,0.0,0.0,0.0,0.0,14.003028,20.0,0.0,0,0.0,13.593645484949834,4.064500000000001,22,1
1,54.81,4.26,2024-01-12 22:45:00,2024-01-12 22:52:00,10.9585,0.0,0.0,0.0,0.0,14.003028,7.0,0.0,0,0.0,12.866197183098592,7.83,22,0
0,32.94,1.32,2024-01-12 23:04:00,2024-01-12 23:08:00,10.408501,0.0,0.0,0.0,0.0,8.287822,4.0,0.0,0,0.0,24.954545454545453,8.235,23,0
0,55.28,4.47,2024-01-12 23:20:00,2024-01-12 23:30:00,10.408501,0.0,0.0,0.0,0.0,8.287822,10.0,0.0,0,0.0,12.3668903803132,5.5280000000000005,23,0
0,52.16,3.41,2024-01-12 23:30:00,2024-01-12 23:37:00,10.408501,0.0,0.0,0.0,0.0,8.287822,7.0,0.0,0,0.0,15.296187683284456,7.451428571428571,23,0
0,75.66,1.9,2024-01-13 00:02:00,2024-01-13 00:09:00,8.3585005,0.0,0.0,0.0,4.0,6.725354,7.0,0.0,0,0.0,39.82105263157895,10.808571428571428,0,1
0,48.08,2.28,2024-01-13 01:57:00,2024-01-13 02:06:00,6.8585,0.0,0.0,0.0,0.0,8.311245,9.0,0.0,0,0.0,21.087719298245617,5.342222222222222,1,0
1,115.8,11.21,2024-01-13 10:34:00,2024-01-13 10:58:00,2.8085,0.0,0.0,0.0,0.0,9.9571085,24.0,0.0,0,0.0,10.330062444246208,4.825,10,2
0,126.63,17.9,2024-01-13 15:29:00,2024-01-13 16:05:00,5.1085,0.0,0.0,0.0,99.0,14.408997,36.0,0.0,0,0.0,7.074301675977654,3.5175,15,2
0,52.64,6.41,2024-01-13 18:27:00,2024-01-13 18:43:00,13.0585,0.0,0.0,0.0,100.0,22.79684,16.0,0.0,0,0.0,8.21216848673947,3.29,18,0
1,80.74,3.01,2024-01-13 20:35:00,2024-01-13 20:47:00,15.408501,0.0,0.0,0.0,100.0,22.553934,12.0,0.0,0,0.0,26.823920265780732,6.728333333333333,20,1
0,47.76,2.18,2024-01-13 20:54:00,2024-01-13 21:03:00,15.408501,0.0,0.0,0.0,100.0,22.553934,9.0,0.0,0,0.0,21.908256880733944,5.306666666666667,20,0
0,46.48,1.89,2024-01-13 22:05:00,2024-01-13 22:14:00,15.908501,0.0,0.0,0.0,100.0,18.847641,9.0,0.0,0,0.0,24.59259259259259,5.164444444444444,22,0
0,74.27,12.55,2024-01-13 22:11:00,2024-01-13 22:33:00,15.908501,0.0,0.0,0.0,100.0,18.847641,22.0,0.0,0,0.0,5.917928286852589,3.3759090909090905,22,1
0,66.11,2.26,2024-01-13 22:11:00,2024-01-13 22:20:00,15.908501,0.0,0.0,0.0,100.0,18.847641,9.0,0.0,0,0.0,29.252212389380535,7.345555555555555,22,1
0,59.85,3.74,2024-01-13 22:36:00,2024-01-13 22:47:00,15.908501,0.0,0.0,0.0,100.0,18.847641,11.0,0.0,0,0.0,16.002673796791445,5.440909090909091,22,1
0,65.34,2.11,2024-01-13 22:43:00,2024-01-13 22:54:00,15.908501,0.0,0.0,0.0,100.0,18.847641,11.0,0.0,0,0.0,30.966824644549767,5.94,22,1
0,72.96,10.27,2024-01-13 22:53:00,2024-01-13 23:09:00,15.908501,0.0,0.0,0.0,100.0,18.847641,16.0,0.0,0,0.0,7.1041869522882175,4.56,22,1
0,77.56,1.39,2024-01-13 23:06:00,2024-01-13 23:15:00,15.2585,0.0,0.0,0.0,98.0,14.081477,9.0,0.0,0,0.0,55.79856115107914,8.617777777777778,23,1
0,117.18,13.83,2024-01-13 23:24:00,2024-01-13 23:47:00,15.2585,0.0,0.0,0.0,98.0,14.081477,23.0,0.0,0,0.0,8.472885032537961,5.0947826086956525,23,2
0,65.88,1.31,2024-01-13 23:30:00,2024-01-13 23:37:00,15.2585,0.0,0.0,0.0,98.0,14.081477,7.0,0.0,0,0.0,50.290076335877856,9.411428571428571,23,1
0,83.58,2.18,2024-01-13 23:42:00,2024-01-13 23:42:00,15.2585,0.0,0.0,0.0,98.0,14.081477,0.0,0.0,0,0.0,38.3394495412844,inf,23,2
0,54.88,4.32,2024-01-14 00:30:00,2024-01-14 00:42:00,12.9585,0.0,0.0,0.0,100.0,9.885262,12.0,0.0,0,0.0,12.703703703703704,4.573333333333333,0,0
0,46.48,1.89,2024-01-14 01:36:00,2024-01-14 01:48:00,12.3085,0.0,0.0,0.0,100.0,7.208994,12.0,0.0,0,0.0,24.59259259259259,3.873333333333333,1,0
0,62.6,2.84,2024-01-14 01:58:00,2024-01-14 02:10:00,12.3085,0.0,0.0,0.0,100.0,7.208994,12.0,0.0,0,0.0,22.042253521126764,5.216666666666667,1,1
0,39.69,1.63,2024-01-14 02:19:00,2024-01-14 02:27:00,13.2585,0.0,0.0,0.0,6.0,3.6179552,8.0,0.0,0,0.0,24.349693251533743,4.96125,2,0
1,107.88,15.94,2024-01-14 22:51:00,2024-01-14 23:16:00,0.2085,0.0,0.0,0.0,100.0,17.31746,25.0,0.0,0,0.0,6.767879548306148,4.3152,22,2
1,28.68,2.62,2024-01-14 23:18:00,2024-01-14 23:27:00,-0.19150001,0.1,0.1,0.0,100.0,19.592731,9.0,0.1,0,0.09531018,10.946564885496183,3.1866666666666665,23,0
0,45.85,3.48,2024-01-16 18:48:00,2024-01-16 19:02:00,-2.5915,0.0,0.0,0.0,0.0,21.96295,14.0,0.0,0,0.0,13.175287356321839,3.275,18,0
0,52.3,0.85,2024-01-16 20:03:00,2024-01-16 20:12:00,-0.6915,0.0,0.0,0.0,0.0,21.24305,9.0,0.0,0,0.0,61.529411764705884,5.811111111111111,20,0
0,93.99,5.46,2024-01-16 20:42:00,2024-01-16 21:02:00,-0.6915,0.0,0.0,0.0,0.0,21.24305,20.0,0.0,0,0.0,17.21428571428571,4.6995,20,2
0,35.0,0.44,2024-01-16 21:32:00,2024-01-16 21:35:00,-0.49150002,0.0,0.0,0.0,0.0,18.36353,3.0,0.0,0,0.0,79.54545454545455,11.666666666666666,21,0
0,51.52,3.22,2024-01-16 21:47:00,2024-01-16 21:57:00,-0.49150002,0.0,0.0,0.0,0.0,18.36353,10.0,0.0,0,0.0,16.0,5.152,21,0
0,45.18,0.47,2024-01-16 22:34:00,2024-01-16 22:39:00,-0.6415,0.0,0.0,0.0,0.0,16.62249,5.0,0.0,0,0.0,96.12765957446808,9.036,22,0
0,48.51,4.52,2024-01-16 22:43:00,2024-01-16 22:56:00,-0.6415,0.0,0.0,0.0,0.0,16.62249,13.0,0.0,0,0.0,10.732300884955754,3.7315384615384612,22,0
0,107.8,1.01,2024-01-16 22:49:00,2024-01-16 22:55:00,-0.6415,0.0,0.0,0.0,0.0,16.62249,6.0,0.0,0,0.0,106.73267326732673,17.966666666666665,22,2
0,89.71,4.44,2024-01-17 18:57:00,2024-01-17 19:15:00,2.7585,0.0,0.0,0.0,0.0,12.303366,18.0,0.0,0,0.0,20.204954954954953,4.983888888888888,18,2
0,49.23,1.27,2024-01-17 20:34:00,2024-01-17 20:40:00,6.1085,0.0,0.0,0.0,0.0,17.581125,6.0,0.0,0,0.0,38.76377952755905,8.205,20,0
0,57.41,1.76,2024-01-17 21:13:00,2024-01-17 21:20:00,6.7085,0.0,0.0,0.0,0.0,18.532133,7.0,0.0,0,0.0,32.61931818181818,8.20142857142857,21,1
0,61.38,1.47,2024-01-17 21:37:00,2024-01-17 21:38:00,6.7085,0.0,0.0,0.0,0.0,18.532133,1.0,0.0,0,0.0,41.75510204081633,61.38,21,1
0,66.2,3.65,2024-01-18 19:08:00,2024-01-18 19:19:00,18.0585,0.0,0.0,0.0,0.0,9.826088,11.0,0.0,0,0.0,18.136986301369863,6.0181818181818185,19,1
0,110.76,10.42,2024-01-18 19:31:00,2024-01-18 19:54:00,18.0585,0.0,0.0,0.0,0.0,9.826088,23.0,0.0,0,0.0,10.629558541266794,4.815652173913044,19,2
0,68.64,2.78,2024-01-18 19:48:00,2024-01-18 19:57:00,18.0585,0.0,0.0,0.0,0.0,9.826088,9.0,0.0,0,0.0,24.69064748201439,7.626666666666667,19,1
0,54.96,4.36,2024-01-18 20:23:00,2024-01-18 20:37:00,19.8585,0.0,0.0,0.0,0.0,6.0347,14.0,0.0,0,0.0,12.605504587155963,3.9257142857142857,20,0
0,49.14,4.81,2024-01-18 20:45:00,2024-01-18 20:57:00,19.8585,0.0,0.0,0.0,0.0,6.0347,12.0,0.0,0,0.0,10.216216216216218,4.095,20,0
0,66.66,2.37,2024-01-18 21:30:00,2024-01-18 21:36:00,20.758501,0.0,0.0,0.0,0.0,2.7416782,6.0,0.0,0,0.0,28.12658227848101,11.11,21,1
0,62.1,2.73,2024-01-18 21:34:00,2024-01-18 21:48:00,20.758501,0.0,0.0,0.0,0.0,2.7416782,14.0,0.0,0,0.0,22.747252747252748,4.435714285714286,21,1
0,31.44,0.86,2024-01-18 21:58:00,2024-01-18 22:03:00,20.758501,0.0,0.0,0.0,0.0,2.7416782,5.0,0.0,0,0.0,36.55813953488372,6.288,21,0
0,59.3,2.09,2024-01-18 22:01:00,2024-01-18 22:08:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,7.0,0.0,0,0.0,28.373205741626794,8.471428571428572,22,1
1,100.36,3.94,2024-01-18 22:02:00,2024-01-18 22:22:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,20.0,0.0,0,0.0,25.472081218274113,5.018,22,2
0,23.64,2.05,2024-01-18 22:23:00,2024-01-18 22:29:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,6.0,0.0,0,0.0,11.531707317073172,3.94,22,0
0,49.5,1.98,2024-01-18 22:25:00,2024-01-18 22:35:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,10.0,0.0,0,0.0,25.0,4.95,22,0
0,62.58,3.65,2024-01-18 22:34:00,2024-01-18 22:47:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,13.0,0.0,0,0.0,17.145205479452056,4.813846153846153,22,1
0,35.7,2.15,2024-01-18 22:41:00,2024-01-18 22:47:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,6.0,0.0,0,0.0,16.6046511627907,5.95,22,0
0,65.45,2.15,2024-01-18 22:51:00,2024-01-18 23:01:00,20.8585,0.0,0.0,0.0,0.0,3.6179552,10.0,0.0,0,0.0,30.44186046511628,6.545,22,1
0,56.08,2.75,2024-01-18 23:34:00,2024-01-18 23:46:00,18.1585,0.0,0.0,0.0,0.0,6.193674,12.0,0.0,0,0.0,20.39272727272727,4.673333333333333,23,1
0,40.95,1.95,2024-01-18 23:36:00,2024-01-18 23:43:00,18.1585,0.0,0.0,0.0,0.0,6.193674,7.0,0.0,0,0.0,21.000000000000004,5.8500000000000005,23,0
0,92.13,3.52,2024-01-18 23:51:00,2024-01-19 00:11:00,18.1585,0.0,0.0,0.0,0.0,6.193674,20.0,0.0,0,0.0,26.173295454545453,4.6065,23,2
0,63.8,1.87,2024-01-19 00:40:00,2024-01-19 00:49:00,12.158501,0.0,0.0,0.0,0.0,12.538134,9.0,0.0,0,0.0,34.11764705882353,7.088888888888889,0,1
0,33.18,1.37,2024-01-19 00:59:00,2024-01-19 01:06:00,12.158501,0.0,0.0,0.0,0.0,12.538134,7.0,0.0,0,0.0,24.21897810218978,4.74,0,0
0,39.6,3.59,2024-01-19 01:05:00,2024-01-19 01:14:00,12.7085,0.0,0.0,0.0,0.0,11.384199,9.0,0.0,0,0.0,11.030640668523677,4.4,1,0
0,81.25,2.8,2024-01-19 19:28:00,2024-01-19 19:38:00,5.4585,0.0,0.0,0.0,0.0,28.460497,10.0,0.0,0,0.0,29.017857142857146,8.125,19,1
0,86.52,5.38,2024-01-19 19:51:00,2024-01-19 20:10:00,5.4585,0.0,0.0,0.0,0.0,28.460497,19.0,0.0,0,0.0,16.081784386617098,4.553684210526316,19,2
0,51.03,1.62,2024-01-19 20:16:00,2024-01-19 20:23:00,6.0084996,0.0,0.0,0.0,0.0,27.72,7.0,0.0,0,0.0,31.5,7.29,20,0
0,50.64,2.98,2024-01-19 20:52:00,2024-01-19 21:00:00,6.0084996,0.0,0.0,0.0,0.0,27.72,8.0,0.0,0,0.0,16.993288590604028,6.33,20,0
0,115.99,11.85,2024-01-19 21:05:00,2024-01-19 21:23:00,6.2085,0.0,0.0,0.0,0.0,26.64,18.0,0.0,0,0.0,9.788185654008439,6.443888888888889,21,2
0,59.7,2.18,2024-01-19 21:26:00,2024-01-19 21:36:00,6.2085,0.0,0.0,0.0,0.0,26.64,10.0,0.0,0,0.0,27.38532110091743,5.970000000000001,21,1
0,70.8,2.03,2024-01-19 21:28:00,2024-01-19 21:34:00,6.2085,0.0,0.0,0.0,0.0,26.64,6.0,0.0,0,0.0,34.8768472906404,11.799999999999999,21,1
0,61.4,2.57,2024-01-19 21:46:00,2024-01-19 21:55:00,6.2085,0.0,0.0,0.0,0.0,26.64,9.0,0.0,0,0.0,23.891050583657588,6.822222222222222,21,1
0,75.92,1.93,2024-01-19 21:55:00,2024-01-19 22:12:00,6.2085,0.0,0.0,0.0,0.0,26.64,17.0,0.0,0,0.0,39.336787564766844,4.465882352941176,21,1
0,108.16,9.04,2024-01-19 22:07:00,2024-01-19 22:24:00,5.9084997,0.0,0.0,0.0,0.0,25.241108,17.0,0.0,0,0.0,11.964601769911505,6.3623529411764705,22,2
0,57.2,1.72,2024-01-19 22:08:00,2024-01-19 22:13:00,5.9084997,0.0,0.0,0.0,0.0,25.241108,5.0,0.0,0,0.0,33.25581395348837,11.440000000000001,22,1
0,61.21,6.84,2024-01-19 22:28:00,2024-01-19 22:44:00,5.9084997,0.0,0.0,0.0,0.0,25.241108,16.0,0.0,0,0.0,8.948830409356725,3.825625,22,1
0,42.84,2.52,2024-01-19 22:33:00,2024-01-19 22:43:00,5.9084997,0.0,0.0,0.0,0.0,25.241108,10.0,0.0,0,0.0,17.0,4.284000000000001,22,0
0,59.36,3.29,2024-01-19 22:47:00,2024-01-19 22:59:00,5.9084997,0.0,0.0,0.0,0.0,25.241108,12.0,0.0,0,0.0,18.04255319148936,4.946666666666666,22,1
0,50.67,1.56,2024-01-19 23:03:00,2024-01-19 23:11:00,4.9084997,0.0,0.0,0.0,0.0,22.81957,8.0,0.0,0,0.0,32.48076923076923,6.33375,23,0
0,51.03,1.62,2024-01-19 23:08:00,2024-01-19 23:20:00,4.9084997,0.0,0.0,0.0,0.0,22.81957,12.0,0.0,0,0.0,31.5,4.2525,23,0
0,73.58,1.62,2024-01-19 23:11:00,2024-01-19 23:19:00,4.9084997,0.0,0.0,0.0,0.0,22.81957,8.0,0.0,0,0.0,45.419753086419746,9.1975,23,1
0,90.44,1.34,2024-01-19 23:30:00,2024-01-19 23:37:00,4.9084997,0.0,0.0,0.0,0.0,22.81957,7.0,0.0,0,0.0,67.49253731343283,12.92,23,2
0,102.48,2.59,2024-01-19 23:38:00,2024-01-19 23:49:00,4.9084997,0.0,0.0,0.0,0.0,22.81957,11.0,0.0,0,0.0,39.56756756756757,9.316363636363636,23,2
0,65.77,1.3,2024-01-20 00:06:00,2024-01-20 00:15:00,3.3585,0.0,0.0,0.0,0.0,18.289274,9.0,0.0,0,0.0,50.592307692307685,7.307777777777777,0,1
0,52.64,6.43,2024-01-20 00:15:00,2024-01-20 00:30:00,3.3585,0.0,0.0,0.0,0.0,18.289274,15.0,0.0,0,0.0,8.186625194401245,3.509333333333333,0,0
0,32.0,3.14,2024-01-20 00:38:00,2024-01-20 00:49:00,3.3585,0.0,0.0,0.0,0.0,18.289274,11.0,0.0,0,0.0,10.19108280254777,2.909090909090909,0,0
0,61.8,2.65,2024-01-20 02:03:00,2024-01-20 02:15:00,1.4585,0.0,0.0,0.0,0.0,19.48661,12.0,0.0,0,0.0,23.32075471698113,5.1499999999999995,2,1
0,83.02,2.09,2024-01-20 02:13:00,2024-01-20 02:18:00,1.4585,0.0,0.0,0.0,0.0,19.48661,5.0,0.0,0,0.0,39.72248803827751,16.604,2,2
0,23.0,1.77,2024-01-20 02:14:00,2024-01-20 02:22:00,1.4585,0.0,0.0,0.0,0.0,19.48661,8.0,0.0,0,0.0,12.994350282485875,2.875,2,0
0,119.28,22.45,2024-01-20 13:57:00,2024-01-20 14:29:00,-3.5915,0.0,0.0,0.0,0.0,15.39184,32.0,0.0,0,0.0,5.313140311804009,3.7275,13,2
0,85.92,5.2,2024-01-20 15:14:00,2024-01-20 15:34:00,-2.6415,0.0,0.0,0.0,1.0,17.114204,20.0,0.0,0,0.0,16.52307692307692,4.296,15,2
0,44.16,1.36,2024-01-20 15:55:00,2024-01-20 16:00:00,-2.6415,0.0,0.0,0.0,1.0,17.114204,5.0,0.0,0,0.0,32.470588235294116,8.831999999999999,15,0
0,53.97,7.06,2024-01-20 17:28:00,2024-01-20 17:38:00,0.4585,0.0,0.0,0.0,55.0,15.629971,10.0,0.0,0,0.0,7.644475920679887,5.397,17,0
